,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
534,75.07,7.12,0.0,60,2,15,2.0,4
535,100.0,0.0,37.5,10,0,16,3.25,9
536,72.83,7.81,25.0,110,2,20,7.0,7
537,100.0,0.0,37.5,30,0,3,3.75,12
538,100.0,0.0,37.5,170,0,10,5.5,12
539,99.58,0.11,0.0,100,0,3,7.75,3
540,100.0,0.0,37.5,180,0,2,6.0,3
541,75.88,6.87,0.0,40,1,18,1.75,20
542,99.75,0.07,0.0,170,0,17,8.25,4
543,71.61,8.19,25.0,110,2,12,9.25,9
544,73.37,7.64,25.0,70,1,15,7.75,11
545,73.66,7.55,25.0,100,2,14,10.0,4
546,100.0,0.0,37.5,30,0,12,2.0,2
547,72.0,8.07,25.0,60,2,8,3.5,11
548,100.0,0.0,37.5,20,0,18,0.75,11
549,71.0,8.38,25.0,120,1,4,7.75,2
550,73.94,7.47,25.0,130,1,8,9.25,5
551,73.64,7.56,25.0,150,1,9,5.75,8
552,77.69,6.33,0.0,40,1,9,5.75,13
553,74.8,7.2,25.0,100,2,5,9.25,16
554,75.85,6.88,0.0,90,2,20,4.25,4
555,72.81,7.82,25.0,20,1,11,6.5,14
556,72.2,8.01,25.0,180,2,11,2.0,3
557,71.89,8.1,25.0,50,2,19,5.25,17
558,72.81,7.82,25.0,100,2,3,5.75,5
559,99.7,0.08,0.0,140,0,19,7.5,14
560,75.71,6.93,0.0,90,2,6,9.25,17
561,73.94,7.47,25.0,130,1,2,8.75,11
562,100.0,0.0,37.5,110,0,5,6.25,8
563,74.61,7.26,25.0,200,1,9,3.0,3
564,75.22,7.08,0.0,60,2,4,6.25,5
565,74.63,7.25,25.0,120,1,10,8.75,18
566,73.74,7.53,25.0,170,2,3,8.75,10
567,100.0,0.0,37.5,140,0,20,3.0,5
568,100.0,0.0,37.5,100,0,12,2.5,14
569,100.0,0.0,37.5,30,0,20,0.25,6
570,100.0,0.0,37.5,100,0,2,9.75,11
571,72.05,8.05,25.0,90,1,18,10.0,13
572,74.68,7.24,25.0,110,2,16,3.75,14
573,70.21,21.13,37.5,30,2,2,0.5,13
574,76.42,6.71,0.0,110,1,11,5.25,17
575,74.23,7.38,25.0,160,1,18,7.25,13
576,76.54,6.67,0.0,20,2,17,2.25,12
577,73.36,7.65,25.0,40,1,10,5.0,5
578,75.19,7.09,0.0,140,1,9,0.75,13
579,77.85,6.28,0.0,10,1,17,6.25,3
580,100.0,0.0,37.5,40,0,18,7.75,16
581,77.41,6.41,0.0,10,1,8,8.25,2
582,77.63,6.34,0.0,30,2,13,8.25,2
583,72.51,7.91,25.0,90,1,13,2.0,11
584,70.08,8.67,25.0,90,1,12,5.25,12
585,100.0,0.0,37.5,50,0,8,1.5,19
586,72.68,7.86,25.0,70,1,13,1.0,6
587,76.9,6.56,0.0,30,2,8,8.0,4
588,74.06,7.43,25.0,200,1,12,4.5,14
589,100.0,0.0,37.5,70,0,15,8.25,7
590,73.06,13.5,37.5,120,2,1,0.5,8
591,75.08,7.12,0.0,110,1,10,7.25,8
592,73.68,7.55,25.0,40,1,2,5.75,2
593,73.94,7.47,25.0,170,1,13,6.5,17
594,100.0,0.0,37.5,170,0,8,8.25,17
595,73.79,7.51,25.0,160,1,18,2.75,20
596,74.31,7.69,25.0,90,2,6,1.25,4
597,73.6,7.57,25.0,200,2,10,8.5,13
598,69.37,7.7,25.0,50,2,5,1.0,14
599,72.02,8.34,25.0,130,2,6,2.0,20
600,73.21,7.69,25.0,110,1,1,2.75,18
601,69.38,8.89,25.0,110,1,20,3.5,6
602,73.57,7.58,25.0,60,1,3,9.0,20
603,73.68,7.55,25.0,30,2,19,1.5,1
604,76.02,6.83,0.0,30,2,6,4.75,11
605,76.16,6.79,0.0,110,2,20,5.0,5
606,74.49,7.3,25.0,90,2,12,6.5,9
607,76.51,10.26,12.5,200,2,2,2.0,16
608,73.21,7.69,25.0,200,1,17,7.25,17
609,100.0,0.0,37.5,140,0,12,2.75,9
610,75.73,6.92,0.0,180,1,3,6.25,1
611,73.45,7.62,25.0,150,2,7,7.75,8
612,69.07,4.35,25.0,60,2,3,1.5,12
613,100.0,0.0,37.5,160,0,8,0.25,5
614,76.75,6.61,0.0,30,2,18,0.25,2
615,99.75,0.07,0.0,170,0,16,4.75,6
616,71.71,8.16,25.0,70,1,7,10.0,8
617,100.0,0.0,37.5,10,0,6,0.25,15
618,71.77,8.14,25.0,150,1,11,2.0,19
619,100.0,0.0,37.5,20,0,3,0.5,6
620,71.79,8.13,25.0,110,1,13,4.5,7
621,73.5,7.6,25.0,110,1,9,7.75,19
622,100.0,0.0,37.5,70,0,7,8.25,10
623,75.41,7.02,0.0,160,1,12,2.25,18
624,73.0,7.76,25.0,90,1,19,5.5,10
625,73.37,7.64,25.0,140,1,9,3.75,13
626,73.15,7.71,25.0,120,1,14,9.25,5
627,73.59,7.58,25.0,140,1,8,8.75,17
628,99.77,0.06,0.0,180,0,3,8.75,12
629,100.0,0.0,37.5,150,0,12,7.75,18
630,68.49,9.17,25.0,30,2,7,7.5,3
631,74.82,7.2,25.0,180,2,20,4.5,19
632,72.47,7.92,25.0,130,1,9,7.5,20
633,100.0,0.0,37.5,80,0,13,9.75,18
634,75.89,6.87,0.0,180,2,14,0.5,12
635,100.0,0.0,37.5,10,0,9,2.0,14
636,76.7,6.62,0.0,130,1,14,2.5,3
637,74.08,7.43,25.0,50,2,9,6.0,11
638,78.29,6.15,0.0,20,2,16,0.75,15
639,74.73,7.23,25.0,120,2,15,5.0,17
640,100.0,0.0,37.5,140,0,9,6.5,1
641,100.0,0.0,37.5,70,0,12,4.25,19
642,70.35,8.59,25.0,90,2,19,0.5,9
643,69.3,8.92,25.0,10,2,9,1.5,19
644,71.23,8.31,25.0,150,1,20,1.75,7
645,72.74,2.05,25.0,130,2,5,0.75,1
646,76.56,6.67,0.0,110,2,6,5.25,13
647,100.0,0.0,37.5,50,0,20,6.25,16
648,76.79,6.6,0.0,70,2,5,6.75,13
649,100.0,0.0,37.5,170,0,2,9.75,1
650,69.25,8.93,25.0,50,2,1,8.25,13
651,100.0,0.0,37.5,40,0,15,9.75,16
652,100.0,0.0,37.5,160,0,1,6.0,9
653,73.17,7.71,25.0,60,1,2,7.0,3
654,72.48,7.92,25.0,40,2,19,6.75,8
655,73.07,7.33,25.0,150,2,2,4.75,11
656,100.0,0.0,37.5,90,0,5,9.75,9
657,72.93,7.78,25.0,170,2,2,6.75,4
658,74.48,7.3,25.0,110,1,7,1.75,11
659,99.78,0.06,0.0,190,0,18,7.25,11
660,73.23,7.69,25.0,200,1,17,8.25,8
661,78.42,21.28,12.5,150,2,1,0.25,2
662,76.52,6.68,0.0,170,2,20,2.25,16
663,75.71,6.93,0.0,90,1,10,10.0,16
664,73.75,7.53,25.0,100,1,11,4.0,2
665,74.09,9.13,25.0,80,2,2,5.25,6
666,99.65,0.09,0.0,120,0,16,1.0,11
667,73.51,7.6,25.0,160,1,19,7.0,18
668,70.54,8.57,12.5,70,0,3,0.0,11
669,71.13,8.46,25.0,190,2,4,1.0,7
670,76.35,6.73,0.0,60,1,4,3.0,2
671,74.1,7.42,25.0,180,2,9,4.0,16
672,75.77,6.91,0.0,120,1,2,6.0,5
673,100.0,0.0,37.5,140,0,14,4.75,8
674,73.27,7.68,25.0,110,1,6,2.0,8
675,77.18,6.48,0.0,170,1,13,1.25,12
676,73.77,7.52,25.0,100,1,12,6.75,20
677,74.04,7.44,25.0,150,1,10,7.0,14
678,74.73,7.23,25.0,120,2,12,7.5,11
679,70.55,7.51,25.0,90,2,4,0.5,19
680,75.0,7.14,25.0,40,1,4,9.0,18
681,100.0,0.0,37.5,70,0,16,2.75,3
682,70.1,8.66,25.0,60,1,16,9.0,19
683,100.0,0.0,37.5,140,0,11,5.0,6
684,74.47,7.3,25.0,100,1,10,0.5,12
685,72.79,7.82,25.0,180,2,20,9.0,9
686,73.34,7.65,25.0,160,1,4,2.75,15
687,74.09,7.42,25.0,130,2,14,4.25,13
688,100.0,0.0,37.5,80,0,18,9.5,16
689,100.0,0.0,37.5,100,0,1,4.75,12
690,73.53,7.59,25.0,100,1,20,1.25,15
691,72.15,8.02,25.0,30,2,16,9.75,14
692,72.78,7.83,25.0,80,1,13,7.75,10
693,100.0,0.0,37.5,10,0,9,4.25,15
694,74.31,7.36,25.0,130,2,20,2.5,12
695,100.0,0.0,37.5,60,0,20,0.75,6
696,80.04,5.62,0.0,10,2,9,8.5,2
697,71.86,8.11,25.0,30,2,20,9.75,7
698,74.87,7.18,25.0,180,2,6,6.5,5
699,99.78,0.06,0.0,190,0,12,2.0,6
700,100.0,0.0,37.5,70,0,20,9.75,7
701,76.64,12.37,12.5,200,2,1,1.0,2
702,74.91,7.17,25.0,190,1,14,4.75,16
703,73.8,7.51,25.0,170,2,7,5.5,6
704,73.07,7.74,25.0,50,2,2,8.75,7
705,74.02,7.44,25.0,200,1,19,6.25,7
706,99.75,0.07,0.0,170,0,7,3.0,13
707,73.61,6.84,25.0,180,2,3,5.5,9
708,77.28,6.45,0.0,180,2,7,4.0,17
709,70.61,8.5,25.0,10,1,7,7.75,13
710,99.78,0.06,0.0,190,0,14,5.5,9
711,73.78,7.52,25.0,110,2,19,3.5,19
712,99.74,0.07,0.0,160,0,1,6.0,7
713,99.58,0.11,0.0,100,0,2,1.0,13
714,99.79,0.06,0.0,200,0,16,0.25,18
715,75.51,7.48,12.5,180,1,3,0.75,10
716,72.46,13.28,25.0,70,2,4,1.5,3
717,74.67,7.24,25.0,60,2,12,9.75,3
718,72.37,7.95,25.0,20,2,13,7.0,9
719,71.36,8.27,25.0,170,2,10,9.75,8
720,78.44,6.1,0.0,90,2,12,1.0,11
721,74.22,7.38,25.0,110,2,12,3.0,15
722,72.84,7.81,25.0,130,1,14,0.75,15
723,72.98,7.77,25.0,130,1,2,2.75,14
724,74.23,7.38,25.0,120,2,16,8.25,2
725,75.63,6.95,0.0,90,2,9,7.25,3
726,71.77,8.14,25.0,120,1,19,0.25,2
727,74.09,7.42,25.0,70,2,8,0.75,17
728,83.51,4.6,0.0,10,2,2,1.25,13
729,75.78,6.9,0.0,190,1,11,6.25,13
730,72.82,7.82,25.0,200,1,13,10.0,6
731,100.0,0.0,37.5,40,0,10,7.25,18
732,100.0,0.0,37.5,130,0,11,2.5,13
733,74.1,7.42,25.0,180,2,20,5.5,16
734,74.51,7.29,25.0,40,1,15,4.5,18
735,73.25,7.68,25.0,130,1,17,5.5,2
736,98.61,0.37,0.0,30,0,7,7.75,14
737,67.95,13.69,0.0,140,1,2,0.0,15
738,76.64,6.64,0.0,40,1,10,1.75,16
739,73.73,7.53,25.0,180,1,10,0.25,11
740,100.0,0.0,37.5,130,0,2,9.5,2
741,100.0,0.0,37.5,80,0,16,8.75,1
742,76.94,6.35,25.0,110,2,3,2.25,12
743,100.0,0.0,37.5,50,0,13,8.75,7
744,99.74,0.07,0.0,160,0,8,1.25,8
745,74.36,7.34,25.0,150,1,9,2.0,6
746,100.0,0.0,37.5,180,0,6,7.0,12
747,74.15,6.75,25.0,130,2,7,0.0,9
748,71.93,8.09,25.0,90,1,14,6.5,20
749,74.29,7.36,25.0,80,1,15,2.0,7
750,100.0,0.0,37.5,40,0,7,4.75,5
751,71.72,8.16,25.0,190,2,8,6.75,2
752,71.49,8.23,25.0,70,1,2,7.0,6
753,100.0,0.0,37.5,60,0,4,3.25,6
754,100.0,0.0,37.5,50,0,7,10.0,8
755,74.31,7.35,25.0,70,2,19,3.25,5
756,71.93,8.09,25.0,130,1,3,4.5,2
757,100.0,0.0,37.5,160,0,12,1.25,12
758,73.05,7.74,25.0,90,2,12,1.5,17
759,99.54,0.12,0.0,90,0,4,7.5,9
760,72.48,7.92,25.0,170,2,14,3.0,16
761,100.0,0.0,37.5,80,0,5,2.0,10
762,71.35,5.36,25.0,50,2,4,1.25,12
763,99.75,0.07,0.0,170,0,9,1.75,11
764,100.0,0.0,37.5,100,0,19,8.0,7
765,74.37,7.34,25.0,180,2,9,6.25,15
766,73.44,7.62,25.0,80,1,6,9.0,14
767,72.34,7.96,25.0,70,2,14,6.25,10
768,77.19,6.48,0.0,50,2,10,6.0,16
769,74.44,7.31,25.0,110,1,14,5.0,20
770,73.76,7.52,25.0,90,1,8,10.0,4
771,70.91,8.41,25.0,60,1,15,7.5,7
772,71.88,8.11,25.0,40,1,7,1.0,16
773,67.32,9.55,25.0,20,2,17,5.25,13
774,99.74,0.07,0.0,160,0,13,7.5,15
775,70.61,8.5,25.0,30,2,12,5.75,5
776,73.96,7.46,25.0,40,1,18,8.0,14
777,73.76,7.52,25.0,150,2,20,7.25,14
778,73.66,7.56,25.0,170,1,11,1.25,15
779,99.79,0.06,0.0,200,0,13,0.75,14
780,100.0,0.0,37.5,180,0,14,1.75,13
781,76.27,6.75,0.0,150,2,15,7.75,8
782,100.0,0.0,37.5,90,0,18,6.0,18
783,72.81,7.82,25.0,40,2,11,7.5,2
784,100.0,0.0,37.5,10,0,8,2.25,11
785,76.97,6.54,0.0,10,1,4,8.5,9
786,73.74,7.53,25.0,40,1,4,7.0,12
787,76.35,6.73,0.0,60,2,16,3.75,17
788,73.93,7.47,25.0,200,1,8,3.75,9
789,72.69,7.85,25.0,170,2,7,4.25,9
790,74.86,7.19,25.0,140,1,3,5.75,15
791,74.12,7.41,25.0,130,2,10,1.75,11
792,74.95,7.16,25.0,80,1,19,9.25,15
793,71.97,8.08,25.0,60,1,2,4.0,4
794,100.0,0.0,37.5,200,0,6,0.75,12
795,69.58,8.83,25.0,70,2,12,5.0,3
796,73.28,7.67,25.0,180,1,8,6.75,16
797,72.88,7.8,25.0,190,1,16,3.75,5
798,73.68,7.55,25.0,130,2,18,10.0,4
799,99.75,0.07,0.0,170,0,2,5.0,7
800,70.39,8.57,25.0,40,2,16,0.25,18
801,74.2,7.39,25.0,190,1,20,3.25,14
802,70.22,8.63,25.0,50,1,19,5.25,6
803,73.2,7.7,25.0,190,2,14,7.25,4
804,72.35,7.96,25.0,150,2,17,5.25,1
805,72.04,8.06,25.0,100,2,11,9.75,5
806,51.89,29.43,25.0,10,2,3,0.25,2
807,100.0,0.0,37.5,110,0,10,5.0,2
808,100.0,0.0,37.5,200,0,2,7.75,19
809,100.0,0.0,37.5,30,0,10,4.0,18
810,74.34,7.34,25.0,180,2,11,7.0,1
811,100.0,0.0,37.5,200,0,17,4.75,17
812,74.63,7.25,25.0,30,1,4,2.5,1
813,100.0,0.0,37.5,150,0,2,4.75,4
814,73.36,7.65,25.0,40,1,9,5.75,5
815,74.6,7.26,25.0,160,2,3,5.0,20
816,100.0,0.0,37.5,190,0,16,9.5,2
817,93.16,0.82,0.0,170,0,5,0.0,16
818,100.0,0.0,37.5,80,0,9,5.5,13
819,73.37,7.64,25.0,180,2,20,6.5,20
820,100.0,0.0,37.5,160,0,13,6.75,15
821,69.21,8.94,25.0,50,1,13,3.25,7
822,72.44,7.93,25.0,90,1,19,2.5,4
823,100.0,0.0,37.5,90,0,5,3.0,8
824,99.72,0.07,0.0,150,0,9,8.0,17
825,73.57,7.58,25.0,200,2,20,3.75,16
826,73.51,7.6,25.0,160,2,6,8.25,7
827,77.41,6.41,0.0,10,1,4,4.75,13
828,73.87,7.49,25.0,120,1,10,5.0,1
829,100.0,0.0,37.5,90,0,10,4.5,10
830,73.98,7.46,25.0,110,1,2,10.0,1
831,75.77,6.91,0.0,120,2,8,7.25,13
832,100.0,0.0,37.5,150,0,12,7.0,16
833,100.0,0.0,37.5,60,0,11,0.75,17
834,70.77,4.94,25.0,50,2,1,6.25,14
835,74.09,7.42,25.0,60,2,19,2.5,6
836,74.81,9.72,25.0,170,1,1,1.25,19
837,73.09,7.73,25.0,70,2,1,7.0,11
838,99.7,0.08,0.0,140,0,5,8.25,6
839,74.97,7.15,25.0,150,1,7,10.0,19
840,100.0,0.0,37.5,90,0,16,3.25,1
841,100.0,0.0,37.5,160,0,18,2.75,16
842,100.0,0.0,37.5,100,0,19,7.5,2
843,73.9,7.48,25.0,10,1,16,1.25,10
844,73.27,7.67,25.0,150,2,10,5.25,6
845,74.12,7.41,25.0,10,1,17,9.0,3
846,71.97,8.08,25.0,150,2,8,9.0,4
847,72.45,7.93,25.0,160,2,9,1.5,20
848,64.58,10.43,25.0,20,2,18,9.25,7
849,100.0,0.0,37.5,150,0,1,9.5,7
850,100.0,0.0,37.5,10,0,13,6.75,5
851,74.81,7.2,25.0,140,2,7,7.0,1
852,81.03,5.33,0.0,20,1,16,6.25,3
853,100.0,0.0,37.5,90,0,16,5.25,10
854,99.79,0.06,0.0,200,0,17,1.0,15
855,68.86,9.06,25.0,30,2,17,7.0,8
856,73.9,7.48,25.0,10,2,2,8.75,4
857,100.0,0.0,37.5,70,0,6,9.25,15
858,100.0,0.0,37.5,100,0,19,0.5,1
859,75.22,7.08,0.0,40,1,1,10.0,9
860,72.86,7.8,25.0,120,2,18,3.25,14
861,74.06,7.43,25.0,100,1,11,2.0,3
862,72.51,7.91,25.0,90,2,11,7.25,12
863,72.92,7.78,25.0,190,1,9,1.75,14
864,99.17,0.22,0.0,50,0,14,9.0,6
865,100.0,0.0,37.5,50,0,4,3.0,17
866,76.54,6.67,0.0,10,1,16,5.25,9
867,74.53,7.29,25.0,160,1,6,8.25,15
868,73.14,7.72,25.0,20,2,15,2.25,16
869,76.63,6.64,0.0,110,2,20,4.5,1
870,75.87,6.88,0.0,200,1,17,2.0,1
871,75.72,6.92,0.0,100,2,11,4.75,9
872,100.0,0.0,37.5,100,0,15,5.0,12
873,73.14,7.72,25.0,20,2,6,4.0,13
874,100.0,0.0,37.5,50,0,3,8.25,11
875,72.28,10.02,25.0,40,2,4,2.25,9
876,76.28,6.75,0.0,60,2,2,7.75,19
877,100.0,0.0,37.5,200,0,10,5.0,8
878,74.09,7.42,25.0,130,2,9,1.25,14
879,77.58,6.36,0.0,40,1,1,9.0,9
880,74.34,7.34,25.0,90,1,20,0.0,2
881,74.88,7.18,25.0,170,1,5,3.25,12
882,100.0,0.0,37.5,100,0,7,4.5,2
883,100.0,0.0,37.5,130,0,18,4.5,5
884,81.62,10.67,0.0,90,2,2,3.0,6
885,100.0,0.0,37.5,30,0,2,9.5,12
886,100.0,0.0,37.5,40,0,12,0.0,14
887,76.29,6.75,0.0,100,2,5,4.0,19
888,100.0,0.0,37.5,150,0,8,7.75,1
889,73.1,7.73,25.0,90,2,2,9.5,9
890,100.0,0.0,37.5,40,0,14,9.25,9
891,76.44,6.7,0.0,90,2,18,7.75,17
892,100.0,0.0,37.5,180,0,3,6.5,1
893,100.0,0.0,37.5,40,0,20,9.75,5
894,100.0,0.0,37.5,90,0,14,0.25,15
895,71.71,8.16,25.0,50,1,8,10.0,17
896,72.74,7.84,25.0,140,2,20,5.0,3
897,72.44,7.93,25.0,130,1,13,2.5,4
898,73.31,7.66,25.0,70,2,5,7.25,2
899,99.56,0.59,0.0,190,0,3,1.25,14
900,72.21,8.0,25.0,100,2,14,2.5,2
901,100.0,0.0,37.5,60,0,7,3.0,16
902,75.04,7.13,0.0,110,1,4,5.75,14
903,73.42,7.63,25.0,50,1,2,8.25,17
904,100.0,0.0,37.5,160,0,15,2.75,7
905,98.96,0.28,0.0,40,0,7,0.0,14
906,72.89,7.79,25.0,150,1,4,5.0,1
907,72.87,7.8,25.0,130,2,1,7.0,1
908,69.0,9.01,25.0,80,1,13,4.25,4
909,100.0,0.0,37.5,10,0,7,5.5,6
910,73.21,7.69,25.0,190,2,17,8.0,10
911,70.79,8.45,25.0,200,1,12,8.75,20
912,100.0,0.0,37.5,160,0,18,3.25,7
913,72.22,8.0,25.0,160,2,17,4.25,18
914,72.25,7.99,25.0,180,1,18,5.75,17
915,72.73,7.84,25.0,90,1,7,6.0,4
916,99.75,0.07,0.0,170,0,10,6.5,11
917,70.22,8.63,25.0,50,1,3,6.75,17
918,72.2,8.01,25.0,90,1,12,1.25,4
919,100.0,0.0,37.5,180,0,8,5.0,11
920,74.78,7.21,25.0,70,2,12,5.25,17
921,73.72,19.04,37.5,80,1,1,0.5,20
922,72.59,7.89,25.0,20,1,7,1.25,9
923,100.0,0.0,37.5,120,0,17,1.75,13
924,74.5,7.3,25.0,150,2,3,8.0,1
925,76.54,6.67,0.0,30,1,9,6.0,8
926,71.64,8.18,25.0,200,1,18,8.25,14
927,74.91,7.17,25.0,100,2,7,9.75,8
928,73.25,7.68,25.0,60,2,13,9.75,9
929,74.15,7.4,25.0,190,1,2,2.5,19
930,76.32,6.74,0.0,20,2,13,8.0,5
931,67.43,9.51,25.0,20,1,20,5.25,19
932,73.03,7.75,25.0,10,1,9,9.25,14
933,72.44,7.93,25.0,30,2,1,7.0,1
934,99.65,0.09,0.0,120,0,7,1.25,7
935,73.68,7.55,25.0,30,2,12,1.75,1
936,72.95,7.77,25.0,30,1,14,9.0,19
937,71.99,8.07,25.0,110,1,8,2.5,4
938,100.0,0.0,37.5,150,0,20,6.75,19
939,74.91,7.17,25.0,120,2,6,2.5,18
940,100.0,0.0,37.5,20,0,20,8.0,17
941,100.0,0.0,37.5,40,0,17,3.0,4
942,99.31,0.19,0.0,120,0,10,8.5,6
943,75.25,7.07,0.0,190,1,12,8.75,20
944,100.0,0.0,37.5,120,0,14,8.25,16
945,72.59,7.89,25.0,30,1,7,3.75,9
946,76.64,6.64,0.0,20,1,1,4.5,9
947,71.98,8.07,25.0,120,2,9,8.75,11
948,99.77,0.06,0.0,180,0,18,3.75,3
949,100.0,0.0,37.5,140,0,20,3.25,14
950,99.79,0.06,0.0,200,0,16,3.5,12
951,75.25,7.07,0.0,70,2,6,4.0,4
952,100.0,0.0,37.5,30,0,5,0.5,5
953,99.4,0.16,0.0,70,0,19,8.25,1
954,73.49,7.61,25.0,170,1,20,4.0,14
955,72.34,7.96,25.0,140,1,19,5.5,5
956,72.46,7.93,25.0,140,2,16,7.75,10
957,56.8,12.78,25.0,10,2,2,9.0,12
958,75.66,6.94,0.0,10,1,9,9.0,18
959,100.0,0.0,37.5,180,0,8,7.0,20
960,76.75,6.61,0.0,50,1,8,0.75,17
961,100.0,0.0,37.5,120,0,1,7.5,20
962,77.52,6.38,0.0,20,1,1,8.5,7
963,77.8,10.94,25.0,20,1,1,0.75,15
964,73.32,7.66,25.0,60,2,13,4.0,18
965,100.0,0.0,37.5,60,0,10,2.5,13
966,100.0,0.0,37.5,160,0,18,8.5,8
967,74.53,7.29,25.0,130,2,7,4.0,17
968,75.07,6.52,25.0,190,2,7,1.25,8
969,100.0,0.0,37.5,60,0,13,0.25,9
970,76.85,6.58,0.0,140,2,13,1.0,3
971,74.5,7.3,25.0,200,2,9,2.25,7
972,73.37,7.64,25.0,160,2,4,10.0,9
973,70.81,8.44,25.0,80,2,10,6.0,5
974,72.42,7.94,25.0,90,1,18,2.5,8
975,74.19,7.39,25.0,70,2,19,5.0,13
976,72.44,7.93,25.0,120,2,14,4.5,3
977,79.55,4.59,0.0,40,1,6,0.25,1
978,99.79,0.06,0.0,200,0,4,6.0,16
979,100.0,0.0,37.5,70,0,2,3.5,7
980,100.0,0.0,37.5,10,0,8,9.75,15
981,99.62,0.1,0.0,110,0,12,6.0,9
982,73.59,7.58,25.0,140,1,6,1.0,20
983,74.69,7.24,25.0,100,1,8,6.25,12
984,72.51,7.91,25.0,200,2,14,2.75,6
985,100.0,0.0,37.5,110,0,20,9.0,1
986,73.65,7.56,25.0,150,1,15,1.25,2
987,100.0,0.0,37.5,60,0,8,0.5,14
988,75.66,6.94,0.0,30,1,20,4.75,14
989,75.66,6.94,0.0,10,2,16,9.25,12
990,74.56,7.28,25.0,170,2,5,4.25,15
991,72.59,7.89,25.0,20,2,12,3.75,10
992,100.0,0.0,37.5,110,0,2,5.0,17
993,99.78,0.06,0.0,190,0,11,6.25,7
994,73.25,7.68,25.0,140,1,18,8.0,18
995,99.31,0.19,0.0,60,0,20,8.75,18
996,73.66,7.55,25.0,110,2,6,8.75,3
997,73.94,7.47,25.0,130,2,19,6.75,6
998,74.44,7.32,25.0,160,1,9,4.0,9
999,100.0,0.0,37.5,130,0,5,2.0,13
1000,73.56,7.59,25.0,160,2,3,1.0,4
1001,99.56,0.12,0.0,190,0,13,8.25,1
1002,72.75,7.84,25.0,110,2,16,0.5,16
1003,74.49,7.3,25.0,120,1,7,10.0,15
1004,74.58,7.27,25.0,160,2,5,5.25,8
1005,72.81,7.82,25.0,150,2,8,6.0,18
1006,100.0,0.0,37.5,80,0,1,7.0,1
1007,100.0,0.0,37.5,130,0,8,8.25,17
1008,74.07,7.43,25.0,170,1,13,1.5,7
1009,98.61,0.37,0.0,30,0,18,0.25,16
1010,100.0,0.0,37.5,160,0,12,1.0,10
1011,73.35,7.65,25.0,160,2,1,6.5,9
1012,100.0,0.0,37.5,20,0,14,8.5,3
1013,76.04,6.82,0.0,40,1,8,0.25,10
1014,100.0,0.0,37.5,150,0,20,4.0,4
1015,100.0,0.0,37.5,120,0,14,1.75,16
1016,72.52,7.91,25.0,190,2,11,2.5,12
1017,72.0,8.07,25.0,120,2,5,10.0,12
1018,77.44,9.59,0.0,160,2,1,3.0,17
1019,73.38,7.64,25.0,160,2,12,7.75,13
1020,100.0,0.0,37.5,190,0,6,6.75,18
1021,75.06,6.16,25.0,160,1,6,0.25,18
1022,99.7,0.08,0.0,140,0,7,9.75,13
1023,71.05,8.37,25.0,20,1,4,7.75,6
1024,99.31,0.19,0.0,60,0,2,2.25,17
1025,75.0,7.14,0.0,10,1,6,3.25,14
1026,72.73,7.84,25.0,190,2,20,4.75,12
1027,74.25,7.37,25.0,100,2,13,3.5,15
1028,72.95,7.77,25.0,180,2,11,9.75,8
1029,69.74,8.78,25.0,40,1,18,1.5,11
1030,73.81,9.71,25.0,60,2,2,4.5,13
1031,73.76,7.52,25.0,30,1,19,0.25,13
1032,100.0,0.0,37.5,130,0,14,1.25,8
1033,74.3,7.36,25.0,50,2,17,8.25,2
1034,71.66,8.18,25.0,40,2,12,3.5,12
1035,74.12,7.41,25.0,110,1,3,2.5,3
1036,75.99,6.84,0.0,40,2,5,4.0,20
1037,100.0,0.0,37.5,110,0,11,0.75,14
1038,76.26,2.84,0.0,60,2,4,1.0,3
1039,76.32,6.74,0.0,110,1,12,6.25,4
1040,99.75,0.07,0.0,170,0,13,3.75,8
1041,75.23,7.07,0.0,150,1,18,3.0,1
1042,74.12,7.41,25.0,190,1,1,4.75,8
1043,100.0,0.0,37.5,60,0,13,5.75,19
1044,100.0,0.0,37.5,110,0,10,8.75,8
1045,100.0,0.0,37.5,80,0,12,3.75,14
1046,72.96,7.77,25.0,140,2,9,4.0,19
1047,100.0,0.0,37.5,150,0,16,8.25,15
1048,100.0,0.0,37.5,60,0,19,6.5,9
1049,76.43,6.71,0.0,170,1,14,5.25,4
1050,74.7,7.23,25.0,140,2,7,8.0,5
1051,100.0,0.0,37.5,110,0,5,5.0,6
1052,70.88,15.01,25.0,50,1,3,0.25,10
1053,78.22,6.17,0.0,30,2,4,9.25,8
1054,74.81,7.2,25.0,70,2,20,6.5,20
1055,75.62,6.95,0.0,110,2,20,7.25,12
1056,100.0,0.0,37.5,130,0,13,3.0,7
1057,100.0,0.0,37.5,30,0,5,7.75,16
1058,71.99,8.07,25.0,70,1,1,2.0,14
1059,100.0,0.0,37.5,20,0,1,8.5,13
1060,73.17,7.71,25.0,110,1,17,4.75,18
1061,99.75,0.07,0.0,170,0,11,2.25,11
1062,72.72,7.82,25.0,130,2,4,2.5,20
1063,70.55,9.07,25.0,150,2,2,5.75,15
1064,100.0,0.0,37.5,140,0,11,7.0,3
1065,75.07,7.12,0.0,160,1,17,6.75,20
1066,100.0,0.0,37.5,160,0,20,2.0,19
